number,name,organ_smiles
495,MOF(808)Zr,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
496,MOF(808)Zr,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
497,MOF(808)Zr,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
498,MOF(808)Zr,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
499,MOF(808)Zr,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
500,MOF(808)Zr,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
501,MOF(808)Zr,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
502,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
503,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
504,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
505,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
506,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
507,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
508,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
509,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
510,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
511,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
512,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
513,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
514,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
515,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
516,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
517,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
518,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
519,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
520,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
521,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
522,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
523,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
524,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
525,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
526,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
527,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
528,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
529,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
530,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
531,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
532,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
533,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
534,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
535,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
536,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
537,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
538,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
539,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
540,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
541,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
542,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
543,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
544,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
545,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
546,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
547,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
548,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
549,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
550,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
551,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
552,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
553,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
554,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
555,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
556,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
557,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
558,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
559,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
560,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
561,MIL(101)Fe,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])']
562,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
563,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
564,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
565,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
566,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
567,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
568,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
569,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
570,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
571,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
572,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
573,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
574,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
575,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
576,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
577,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
578,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
579,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
580,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
581,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
582,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
583,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
584,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
585,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
586,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
587,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
588,PbMOF,"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']"
589,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
590,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
591,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
592,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
593,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
594,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
595,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
596,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
597,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
598,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
599,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
600,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
601,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
602,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
603,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
604,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
605,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
606,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
607,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
608,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
609,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
610,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
611,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
612,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
613,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
614,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
615,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
616,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
617,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
618,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
619,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
620,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
621,YbMOF,['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]']
622,Zrasp,['N[C@@H](CC([O-])=O)C([O-])=O']
623,Zrasp,['N[C@@H](CC([O-])=O)C([O-])=O']
624,Zrasp,['N[C@@H](CC([O-])=O)C([O-])=O']
625,Zrasp,['N[C@@H](CC([O-])=O)C([O-])=O']
626,Zrasp,['N[C@@H](CC([O-])=O)C([O-])=O']
627,Zrasp,['N[C@@H](CC([O-])=O)C([O-])=O']
628,Zrasp,['N[C@@H](CC([O-])=O)C([O-])=O']
629,Zrsuc,['C(CC(=O)[O-])C(=O)[O-]']
630,Zrsuc,['C(CC(=O)[O-])C(=O)[O-]']
631,Zrsuc,['C(CC(=O)[O-])C(=O)[O-]']
632,Zrsuc,['C(CC(=O)[O-])C(=O)[O-]']
633,Zrsuc,['C(CC(=O)[O-])C(=O)[O-]']
634,Zrsuc,['C(CC(=O)[O-])C(=O)[O-]']
635,Zrsuc,['C(CC(=O)[O-])C(=O)[O-]']
636,Zrfum,['C(/C=C/C(=O)[O-])C(=O)[O-]']
637,Zrfum,['C(/C=C/C(=O)[O-])C(=O)[O-]']
638,Zrfum,['C(/C=C/C(=O)[O-])C(=O)[O-]']
639,Zrfum,['C(/C=C/C(=O)[O-])C(=O)[O-]']
640,Zrfum,['C(/C=C/C(=O)[O-])C(=O)[O-]']
641,Zrfum,['C(/C=C/C(=O)[O-])C(=O)[O-]']
642,Zrfum,['C(/C=C/C(=O)[O-])C(=O)[O-]']
643,Zrmal,['OC(CC(O)[O-])C(O)[O-]']
644,Zrmal,['OC(CC(O)[O-])C(O)[O-]']
645,Zrmal,['OC(CC(O)[O-])C(O)[O-]']
646,Zrmal,['OC(CC(O)[O-])C(O)[O-]']
647,Zrmal,['OC(CC(O)[O-])C(O)[O-]']
648,Zrmal,['OC(CC(O)[O-])C(O)[O-]']
649,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
650,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
651,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
652,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
653,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
654,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
655,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
656,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
657,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
658,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
659,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
660,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
661,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
662,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
663,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
664,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
665,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
666,MIL(100)Fe,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]']
667,ZIF(8)ZnH2O,['Cc1[n-]ccn1']
668,ZIF(8)ZnH2O,['Cc1[n-]ccn1']
669,ZIF(8)ZnH2O,['Cc1[n-]ccn1']
670,ZIF(8)ZnH2O,['Cc1[n-]ccn1']
671,ZIF(8)ZnH2O,['Cc1[n-]ccn1']
672,ZIF(8)ZnH2O,['Cc1[n-]ccn1']
673,Zn4O(TATAB)2·17(DEF)·3(H2O),['O=C(C(C=C1)=CC=C1NC2=NC(NC3=CC=C(C([O-])=O)C=C3)=NC(NC4=CC=C(C([O-])=O)C=C4)=N2)[O-]']
674,Zn4O(TATAB)2·17(DEF)·3(H2O),['O=C(C(C=C1)=CC=C1NC2=NC(NC3=CC=C(C([O-])=O)C=C3)=NC(NC4=CC=C(C([O-])=O)C=C4)=N2)[O-]']
675,Zn4O(TATAB)2·17(DEF)·3(H2O),['O=C(C(C=C1)=CC=C1NC2=NC(NC3=CC=C(C([O-])=O)C=C3)=NC(NC4=CC=C(C([O-])=O)C=C4)=N2)[O-]']
676,Zn4O(TATAB)2·17(DEF)·3(H2O),['O=C(C(C=C1)=CC=C1NC2=NC(NC3=CC=C(C([O-])=O)C=C3)=NC(NC4=CC=C(C([O-])=O)C=C4)=N2)[O-]']
677,Zn4O(TATAB)2·17(DEF)·3(H2O),['O=C(C(C=C1)=CC=C1NC2=NC(NC3=CC=C(C([O-])=O)C=C3)=NC(NC4=CC=C(C([O-])=O)C=C4)=N2)[O-]']
678,[(Zn4O)2L4(DMF)2(H2O)3],['O=C(c1cc(cc(c1)C(=O)Nc1ccc(cc1)C(=O)[O-])C(=O)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-]']
679,[(Zn4O)2L4(DMF)2(H2O)3],['O=C(c1cc(cc(c1)C(=O)Nc1ccc(cc1)C(=O)[O-])C(=O)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-]']
680,[(Zn4O)2L4(DMF)2(H2O)3],['O=C(c1cc(cc(c1)C(=O)Nc1ccc(cc1)C(=O)[O-])C(=O)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-]']
681,[(Zn4O)2L4(DMF)2(H2O)3],['O=C(c1cc(cc(c1)C(=O)Nc1ccc(cc1)C(=O)[O-])C(=O)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-]']
682,[(Zn4O)2L4(DMF)2(H2O)3],['O=C(c1cc(cc(c1)C(=O)Nc1ccc(cc1)C(=O)[O-])C(=O)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-]']
683,[Cu4L(μ3-OH)2(NO3)(μ2-NMP)]·4.5NMP·2H2O ,['O=C(C1=CC(C([O-])=O)=CC(NC2=NC(NC3=CC(C([O-])=O)=CC(C([O-])=O)=C3)=NC(NC4=CC(C([O-])=O)=CC(C([O-])=O)=C4)=N2)=C1)[O-]']
684,[Cu4L(μ3-OH)2(NO3)(μ2-NMP)]·4.5NMP·2H2O ,['O=C(C1=CC(C([O-])=O)=CC(NC2=NC(NC3=CC(C([O-])=O)=CC(C([O-])=O)=C3)=NC(NC4=CC(C([O-])=O)=CC(C([O-])=O)=C4)=N2)=C1)[O-]']
685,[Cu4L(μ3-OH)2(NO3)(μ2-NMP)]·4.5NMP·2H2O ,['O=C(C1=CC(C([O-])=O)=CC(NC2=NC(NC3=CC(C([O-])=O)=CC(C([O-])=O)=C3)=NC(NC4=CC(C([O-])=O)=CC(C([O-])=O)=C4)=N2)=C1)[O-]']
686,[Cu4L(μ3-OH)2(NO3)(μ2-NMP)]·4.5NMP·2H2O ,['O=C(C1=CC(C([O-])=O)=CC(NC2=NC(NC3=CC(C([O-])=O)=CC(C([O-])=O)=C3)=NC(NC4=CC(C([O-])=O)=CC(C([O-])=O)=C4)=N2)=C1)[O-]']
687,[Cu4L(μ3-OH)2(NO3)(μ2-NMP)]·4.5NMP·2H2O ,['O=C(C1=CC(C([O-])=O)=CC(NC2=NC(NC3=CC(C([O-])=O)=CC(C([O-])=O)=C3)=NC(NC4=CC(C([O-])=O)=CC(C([O-])=O)=C4)=N2)=C1)[O-]']
688,{[Co2(L)(H2O)3]·Sx}n,['O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]']
689,{[Co2(L)(H2O)3]·Sx}n,['O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]']
690,{[Co2(L)(H2O)3]·Sx}n,['O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]']
691,{[Co2(L)(H2O)3]·Sx}n,['O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]']
692,{[Co2(L)(H2O)3]·Sx}n,['O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]']